src_urn,src_corpus,src_id,dst_corpus,dst_id,dst_urn,raw_match,char_offset
urn:us-la:rs:22:1782.1,rs,22:1782.1,rs,22:1782.2,urn:us-la:rs:22:1782.2,R.S. 22:1782.2,417
urn:us-la:rs:22:1782.2,rs,22:1782.2,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,563
urn:us-la:rs:22:1782.2,rs,22:1782.2,rs,22:1963,urn:us-la:rs:22:1963,R.S. 22:1963,3742
urn:us-la:rs:22:1782.2,rs,22:1782.2,rs,22:1573,urn:us-la:rs:22:1573,R.S. 22:1573,4399
urn:us-la:rs:22:1782.3,rs,22:1782.3,rs,22:1782.2,urn:us-la:rs:22:1782.2,R.S. 22:1782.2,514
urn:us-la:rs:22:1792,rs,22:1792,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,1737
urn:us-la:rs:22:1792,rs,22:1792,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,1937
urn:us-la:rs:22:1792,rs,22:1792,rs,22:1795,urn:us-la:rs:22:1795,R.S. 22:1795,2283
urn:us-la:rs:22:1792,rs,22:1792,rs,22:1801,urn:us-la:rs:22:1801,R.S. 22:1801,4035
urn:us-la:rs:22:1793,rs,22:1793,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,2701
urn:us-la:rs:22:1794,rs,22:1794,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,639
urn:us-la:rs:22:1795,rs,22:1795,rs,22:1792,urn:us-la:rs:22:1792,R.S. 22:1792,259
urn:us-la:rs:22:1795,rs,22:1795,rs,22:1801,urn:us-la:rs:22:1801,R.S. 22:1801,1941
urn:us-la:rs:22:1798,rs,22:1798,rs,22:1797,urn:us-la:rs:22:1797,R.S. 22:1797,3682
urn:us-la:rs:22:1798,rs,22:1798,rs,22:1797,urn:us-la:rs:22:1797,R.S. 22:1797,5040
urn:us-la:rs:22:1799,rs,22:1799,rs,22:1798,urn:us-la:rs:22:1798,R.S. 22:1798,968
urn:us-la:rs:22:1804,rs,22:1804,rs,49:950,urn:us-la:rs:49:950,R.S. 49:950,145
urn:us-la:rs:22:1805,rs,22:1805,rs,6:101,urn:us-la:rs:6:101,R.S. 6:101,68
urn:us-la:rs:22:1805,rs,22:1805,rs,51:701,urn:us-la:rs:51:701,R.S. 51:701,90
urn:us-la:rs:22:1805,rs,22:1805,rs,6:101,urn:us-la:rs:6:101,R.S. 6:101,301
urn:us-la:rs:22:1805,rs,22:1805,rs,51:701,urn:us-la:rs:51:701,R.S. 51:701,323
urn:us-la:rs:22:1805,rs,22:1805,rs,6:101,urn:us-la:rs:6:101,R.S. 6:101,451
urn:us-la:rs:22:1805,rs,22:1805,rs,51:701,urn:us-la:rs:51:701,R.S. 51:701,473
urn:us-la:rs:22:1805,rs,22:1805,rs,6:101,urn:us-la:rs:6:101,R.S. 6:101,729
urn:us-la:rs:22:1805,rs,22:1805,rs,51:701,urn:us-la:rs:51:701,R.S. 51:701,751
urn:us-la:rs:22:1807.1,rs,22:1807.1,rs,22:1311,urn:us-la:rs:22:1311,R.S. 22:1311,107
urn:us-la:rs:22:1807.1,rs,22:1807.1,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,403
urn:us-la:rs:22:1807.1,rs,22:1807.1,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,656
urn:us-la:rs:22:1807.3,rs,22:1807.3,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,636
urn:us-la:rs:22:1807.11,rs,22:1807.11,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,147
urn:us-la:rs:22:1807.11,rs,22:1807.11,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,436
urn:us-la:rs:22:1807.11,rs,22:1807.11,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,1079
urn:us-la:rs:22:1807.11,rs,22:1807.11,rs,22:1807.19,urn:us-la:rs:22:1807.19,R.S. 22:1807.19,1310
urn:us-la:rs:22:1807.13,rs,22:1807.13,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,137
urn:us-la:rs:22:1807.13,rs,22:1807.13,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,295
urn:us-la:rs:22:1807.14,rs,22:1807.14,rs,37:681,urn:us-la:rs:37:681,R.S. 37:681,349
urn:us-la:rs:22:1807.14,rs,22:1807.14,rs,37:141,urn:us-la:rs:37:141,R.S. 37:141,438
urn:us-la:rs:22:1807.14,rs,22:1807.14,rs,22:1661,urn:us-la:rs:22:1661,R.S. 22:1661,496
urn:us-la:rs:22:1807.14,rs,22:1807.14,rs,22:1691,urn:us-la:rs:22:1691,R.S. 22:1691,561
urn:us-la:rs:22:1807.14,rs,22:1807.14,rs,37:2150,urn:us-la:rs:37:2150,R.S. 37:2150,629
urn:us-la:rs:22:1807.15,rs,22:1807.15,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,49
urn:us-la:rs:22:1807.16,rs,22:1807.16,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,99
urn:us-la:rs:22:1807.16,rs,22:1807.16,rs,22:1807.22,urn:us-la:rs:22:1807.22,R.S. 22:1807.22,1309
urn:us-la:rs:22:1807.17,rs,22:1807.17,rs,22:1807.14,urn:us-la:rs:22:1807.14,R.S. 22:1807.14,156
urn:us-la:rs:22:1807.18,rs,22:1807.18,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,46
urn:us-la:rs:22:1807.19,rs,22:1807.19,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,222
urn:us-la:rs:22:1807.19,rs,22:1807.19,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,1673
urn:us-la:rs:22:1807.19,rs,22:1807.19,rs,22:1807.26,urn:us-la:rs:22:1807.26,R.S. 22:1807.26,2192
urn:us-la:rs:22:1807.19,rs,22:1807.19,rs,22:1807.13,urn:us-la:rs:22:1807.13,R.S. 22:1807.13,2703
urn:us-la:rs:22:1807.20,rs,22:1807.20,rs,22:1807.17,urn:us-la:rs:22:1807.17,R.S. 22:1807.17,88
urn:us-la:rs:22:1807.20,rs,22:1807.20,rs,22:1807.19,urn:us-la:rs:22:1807.19,R.S. 22:1807.19,2409
urn:us-la:rs:22:1807.21,rs,22:1807.21,rs,22:1807.26,urn:us-la:rs:22:1807.26,R.S. 22:1807.26,500
urn:us-la:rs:22:1807.21,rs,22:1807.21,rs,22:1807.23,urn:us-la:rs:22:1807.23,R.S. 22:1807.23,779
urn:us-la:rs:22:1807.24,rs,22:1807.24,rs,22:1807.25,urn:us-la:rs:22:1807.25,R.S. 22:1807.25,312
urn:us-la:rs:22:1807.26,rs,22:1807.26,rs,22:1807.25,urn:us-la:rs:22:1807.25,R.S. 22:1807.25,780
urn:us-la:rs:22:1808.2,rs,22:1808.2,rs,22:1808.6,urn:us-la:rs:22:1808.6,R.S. 22:1808.6,122
urn:us-la:rs:22:1808.2,rs,22:1808.2,rs,39:1551,urn:us-la:rs:39:1551,R.S. 39:1551,2015
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,714
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,826
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,2834
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,3089
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,44:1,urn:us-la:rs:44:1,R.S. 44:1,5280
urn:us-la:rs:22:1808.3,rs,22:1808.3,rs,22:46,urn:us-la:rs:22:46,R.S. 22:46,5627
urn:us-la:rs:22:1808.4,rs,22:1808.4,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,39
urn:us-la:rs:22:1808.4,rs,22:1808.4,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,1692
urn:us-la:rs:22:1808.4,rs,22:1808.4,rs,22:1573,urn:us-la:rs:22:1573,R.S. 22:1573,1856
urn:us-la:rs:22:1808.4,rs,22:1808.4,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,3842
urn:us-la:rs:22:1808.4,rs,22:1808.4,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,4147
urn:us-la:rs:22:1808.5,rs,22:1808.5,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,39
urn:us-la:rs:22:1808.5,rs,22:1808.5,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,342
urn:us-la:rs:22:1808.5,rs,22:1808.5,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,2156
urn:us-la:rs:22:1808.6,rs,22:1808.6,rs,22:1808.3,urn:us-la:rs:22:1808.3,R.S. 22:1808.3,999
urn:us-la:rs:22:1808.7,rs,22:1808.7,rs,51:281,urn:us-la:rs:51:281,R.S. 51:281,1008
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,22:1961,urn:us-la:rs:22:1961,R.S. 22:1961,1777
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,22:1964,urn:us-la:rs:22:1964,R.S. 22:1964,1813
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,22:1922,urn:us-la:rs:22:1922,R.S. 22:1922,3364
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,4716
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,4982
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,5263
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,5645
urn:us-la:rs:22:1808.8,rs,22:1808.8,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,5943
urn:us-la:rs:22:1808.8,rs,22:1808.8,crp,893,,Code of Criminal Procedure Article 893,2030
urn:us-la:rs:22:1808.9,rs,22:1808.9,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,117
urn:us-la:rs:22:1808.9,rs,22:1808.9,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,1832
urn:us-la:rs:22:1808.10,rs,22:1808.10,rs,22:1808.5,urn:us-la:rs:22:1808.5,R.S. 22:1808.5,175
urn:us-la:rs:22:1808.10,rs,22:1808.10,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,1221
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,101
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,519
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,702
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,1173
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.11,urn:us-la:rs:22:1808.11,R.S. 22:1808.11,1416
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,37:212,urn:us-la:rs:37:212,R.S. 37:212,2583
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,3086
urn:us-la:rs:22:1808.12,rs,22:1808.12,rs,22:855,urn:us-la:rs:22:855,R.S. 22:855,3299
urn:us-la:rs:22:1808.13,rs,22:1808.13,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,442
urn:us-la:rs:22:1808.13,rs,22:1808.13,rs,22:1808.8,urn:us-la:rs:22:1808.8,R.S. 22:1808.8,831
urn:us-la:rs:22:1821,rs,22:1821,rs,22:1969,urn:us-la:rs:22:1969,R.S. 22:1969,6562
urn:us-la:rs:22:1822,rs,22:1822,rs,40:1231.1,urn:us-la:rs:40:1231.1,R.S. 40:1231.1,62
urn:us-la:rs:22:1823,rs,22:1823,rs,46:153,urn:us-la:rs:46:153,R.S. 46:153,914
urn:us-la:rs:22:1831,rs,22:1831,rs,40:2202,urn:us-la:rs:40:2202,R.S. 40:2202,7018
urn:us-la:rs:22:1834,rs,22:1834,rs,22:1832,urn:us-la:rs:22:1832,R.S. 22:1832,863
urn:us-la:rs:22:1834,rs,22:1834,rs,22:1832,urn:us-la:rs:22:1832,R.S. 22:1832,1424
urn:us-la:rs:22:1837,rs,22:1837,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,225
urn:us-la:rs:22:1837,rs,22:1837,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,1518
urn:us-la:rs:22:1837,rs,22:1837,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,2255
urn:us-la:rs:22:1838,rs,22:1838,civcode,2299,urn:us-la:civcode:art:2299,Civil Code Article 2299,2069
urn:us-la:rs:22:1841,rs,22:1841,rs,22:1061,urn:us-la:rs:22:1061,R.S. 22:1061,632
urn:us-la:rs:22:1841,rs,22:1841,rs,40:1223.3,urn:us-la:rs:40:1223.3,R.S. 40:1223.3,1842
urn:us-la:rs:22:1841,rs,22:1841,rs,40:1223.3,urn:us-la:rs:40:1223.3,R.S. 40:1223.3,1917
urn:us-la:rs:22:1844,rs,22:1844,rs,22:1061,urn:us-la:rs:22:1061,R.S. 22:1061,114
urn:us-la:rs:22:1845.1,rs,22:1845.1,rs,49:950,urn:us-la:rs:49:950,R.S. 49:950,3818
urn:us-la:rs:22:1845.1,rs,22:1845.1,rs,22:1841,urn:us-la:rs:22:1841,R.S. 22:1841,4077
urn:us-la:rs:22:1845.1,rs,22:1845.1,rs,40:1223.3,urn:us-la:rs:40:1223.3,R.S. 40:1223.3,4149
urn:us-la:rs:22:1845.2,rs,22:1845.2,rs,49:950,urn:us-la:rs:49:950,R.S. 49:950,3830
urn:us-la:rs:22:1845.2,rs,22:1845.2,rs,22:1841,urn:us-la:rs:22:1841,R.S. 22:1841,4089
urn:us-la:rs:22:1845.2,rs,22:1845.2,rs,40:1223.3,urn:us-la:rs:40:1223.3,R.S. 40:1223.3,4161
urn:us-la:rs:22:1852,rs,22:1852,rs,22:1824,urn:us-la:rs:22:1824,R.S. 22:1824,3111
urn:us-la:rs:22:1854,rs,22:1854,rs,29:724,urn:us-la:rs:29:724,R.S. 29:724,406
urn:us-la:rs:22:1855,rs,22:1855,rs,22:1853,urn:us-la:rs:22:1853,R.S. 22:1853,19
urn:us-la:rs:22:1855,rs,22:1855,rs,22:1854,urn:us-la:rs:22:1854,R.S. 22:1854,433
urn:us-la:rs:22:1856,rs,22:1856,rs,22:1853,urn:us-la:rs:22:1853,R.S. 22:1853,100
urn:us-la:rs:22:1856,rs,22:1856,rs,22:1853,urn:us-la:rs:22:1853,R.S. 22:1853,635
urn:us-la:rs:22:1856.1,rs,22:1856.1,rs,40:1169.3,urn:us-la:rs:40:1169.3,R.S. 40:1169.3,8173
urn:us-la:rs:22:1857,rs,22:1857,rs,22:1854,urn:us-la:rs:22:1854,R.S. 22:1854,1180
urn:us-la:rs:22:1857.1,rs,22:1857.1,rs,22:1860,urn:us-la:rs:22:1860,R.S. 22:1860,522
urn:us-la:rs:22:1857.1,rs,22:1857.1,rs,22:1961,urn:us-la:rs:22:1961,R.S. 22:1961,668
urn:us-la:rs:22:1859,rs,22:1859,civcode,2299,urn:us-la:civcode:art:2299,Civil Code Article 2299,2259
urn:us-la:rs:22:1860,rs,22:1860,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,225
urn:us-la:rs:22:1860,rs,22:1860,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,1483
urn:us-la:rs:22:1860,rs,22:1860,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,2270
urn:us-la:rs:22:1860.1,rs,22:1860.1,rs,46:2625,urn:us-la:rs:46:2625,R.S. 46:2625,183
urn:us-la:rs:22:1860.1,rs,22:1860.1,rs,46:2625,urn:us-la:rs:46:2625,R.S. 46:2625,333
urn:us-la:rs:22:1860.1,rs,22:1860.1,rs,22:1860,urn:us-la:rs:22:1860,R.S. 22:1860,476
urn:us-la:rs:22:1860.1,rs,22:1860.1,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,619
urn:us-la:rs:22:1860.3,rs,22:1860.3,rs,51:1401,urn:us-la:rs:51:1401,R.S. 51:1401,1945
urn:us-la:rs:22:1862,rs,22:1862,rs,22:1831,urn:us-la:rs:22:1831,R.S. 22:1831,56
urn:us-la:rs:22:1865,rs,22:1865,rs,22:1961,urn:us-la:rs:22:1961,R.S. 22:1961,2158
urn:us-la:rs:22:1865,rs,22:1865,rs,22:1656,urn:us-la:rs:22:1656,R.S. 22:1656,3544
urn:us-la:rs:22:1865,rs,22:1865,rs,22:1641,urn:us-la:rs:22:1641,R.S. 22:1641,3912
urn:us-la:rs:22:1866,rs,22:1866,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,418
urn:us-la:rs:22:1867,rs,22:1867,rs,51:1401,urn:us-la:rs:51:1401,R.S. 51:1401,591
urn:us-la:rs:22:1867,rs,22:1867,rs,40:2870,urn:us-la:rs:40:2870,R.S. 40:2870,628
urn:us-la:rs:22:1870.1,rs,22:1870.1,rs,51:1401,urn:us-la:rs:51:1401,R.S. 51:1401,356
urn:us-la:rs:22:1872,rs,22:1872,rs,22:1122,urn:us-la:rs:22:1122,R.S. 22:1122,3625
urn:us-la:rs:22:1873,rs,22:1873,rs,22:1020.1,urn:us-la:rs:22:1020.1,R.S. 22:1020.1,3732
urn:us-la:rs:22:1874,rs,22:1874,rs,40:2203.1,urn:us-la:rs:40:2203.1,R.S. 40:2203.1,1458
urn:us-la:rs:22:1874,rs,22:1874,rs,22:1009,urn:us-la:rs:22:1009,R.S. 22:1009,2659
urn:us-la:rs:22:1875,rs,22:1875,rs,22:263,urn:us-la:rs:22:263,R.S. 22:263,456
urn:us-la:rs:22:1876,rs,22:1876,rs,22:1874,urn:us-la:rs:22:1874,R.S. 22:1874,182
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1874,urn:us-la:rs:22:1874,R.S. 22:1874,149
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1873,urn:us-la:rs:22:1873,R.S. 22:1873,559
urn:us-la:rs:22:1877,rs,22:1877,rs,51:1401,urn:us-la:rs:51:1401,R.S. 51:1401,1517
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1874,urn:us-la:rs:22:1874,R.S. 22:1874,1764
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1874,urn:us-la:rs:22:1874,R.S. 22:1874,2164
urn:us-la:rs:22:1877,rs,22:1877,rs,51:1401,urn:us-la:rs:51:1401,R.S. 51:1401,2403
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1871,urn:us-la:rs:22:1871,R.S. 22:1871,2648
urn:us-la:rs:22:1877,rs,22:1877,rs,22:1875,urn:us-la:rs:22:1875,R.S. 22:1875,3930
urn:us-la:rs:22:1879,rs,22:1879,rs,22:1020.1,urn:us-la:rs:22:1020.1,R.S. 22:1020.1,2442
urn:us-la:rs:22:1880,rs,22:1880,rs,22:1879,urn:us-la:rs:22:1879,R.S. 22:1879,8112
urn:us-la:rs:22:1880.2,rs,22:1880.2,rs,40:1131,urn:us-la:rs:40:1131,R.S. 40:1131,168
urn:us-la:rs:22:1880.2,rs,22:1880.2,rs,33:4791,urn:us-la:rs:33:4791,R.S. 33:4791,1965
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1811,urn:us-la:rs:22:1811,R.S. 22:1811,79
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1811,urn:us-la:rs:22:1811,R.S. 22:1811,550
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1821,urn:us-la:rs:22:1821,R.S. 22:1821,564
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,2266
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,5636
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,5748
urn:us-la:rs:22:1892,rs,22:1892,rs,51:911.22,urn:us-la:rs:51:911.22,R.S. 51:911.22,6159
urn:us-la:rs:22:1892,rs,22:1892,rs,47:2322,urn:us-la:rs:47:2322,R.S. 47:2322,6281
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1554,urn:us-la:rs:22:1554,R.S. 22:1554,14169
urn:us-la:rs:22:1892,rs,22:1892,rs,22:2051,urn:us-la:rs:22:2051,R.S. 22:2051,18320
urn:us-la:rs:22:1892,rs,22:1892,rs,22:2291,urn:us-la:rs:22:2291,R.S. 22:2291,18416
urn:us-la:rs:22:1892,rs,22:1892,rs,22:2051,urn:us-la:rs:22:2051,R.S. 22:2051,18726
urn:us-la:rs:22:1892,rs,22:1892,rs,22:2291,urn:us-la:rs:22:2291,R.S. 22:2291,18910
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,20521
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1893,urn:us-la:rs:22:1893,R.S. 22:1893,21277
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,22736
urn:us-la:rs:22:1892,rs,22:1892,rs,22:1892.2,urn:us-la:rs:22:1892.2,R.S. 22:1892.2,23092
urn:us-la:rs:22:1892,rs,22:1892,ccp,591,,Code of Civil Procedure Article 591,18480
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:1892,urn:us-la:rs:22:1892,R.S. 22:1892,68
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:1892,urn:us-la:rs:22:1892,R.S. 22:1892,5435
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:1811,urn:us-la:rs:22:1811,R.S. 22:1811,5800
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:2051,urn:us-la:rs:22:2051,R.S. 22:2051,5915
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:2291,urn:us-la:rs:22:2291,R.S. 22:2291,6011
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:2051,urn:us-la:rs:22:2051,R.S. 22:2051,6326
urn:us-la:rs:22:1892.2,rs,22:1892.2,rs,22:2291,urn:us-la:rs:22:2291,R.S. 22:2291,6510
urn:us-la:rs:22:1892.2,rs,22:1892.2,ccp,591,,Code of Civil Procedure Article 591,6075
urn:us-la:rs:22:1892.3,rs,22:1892.3,rs,22:1811,urn:us-la:rs:22:1811,R.S. 22:1811,82
urn:us-la:rs:22:1892.3,rs,22:1892.3,rs,22:1892,urn:us-la:rs:22:1892,R.S. 22:1892,1440
urn:us-la:rs:22:1893,rs,22:1893,rs,22:1892,urn:us-la:rs:22:1892,R.S. 22:1892,965
urn:us-la:rs:22:1896,rs,22:1896,rs,29:721,urn:us-la:rs:29:721,R.S. 29:721,311
urn:us-la:rs:22:1896,rs,22:1896,rs,22:1661,urn:us-la:rs:22:1661,R.S. 22:1661,472
urn:us-la:rs:22:1896,rs,22:1896,rs,22:1964,urn:us-la:rs:22:1964,R.S. 22:1964,687
urn:us-la:rs:22:1896,rs,22:1896,rs,22:1964,urn:us-la:rs:22:1964,R.S. 22:1964,742
urn:us-la:rs:22:1897,rs,22:1897,rs,29:724,urn:us-la:rs:29:724,R.S. 29:724,159
urn:us-la:rs:22:1898,rs,22:1898,rs,29:724,urn:us-la:rs:29:724,R.S. 29:724,2265
urn:us-la:rs:22:1903,rs,22:1903,rs,22:436,urn:us-la:rs:22:436,R.S. 22:436,2872
urn:us-la:rs:22:1903,rs,22:1903,rs,22:435,urn:us-la:rs:22:435,R.S. 22:435,3009
urn:us-la:rs:22:1903,rs,22:1903,rs,23:1161.1,urn:us-la:rs:23:1161.1,R.S. 23:1161.1,4067
urn:us-la:rs:22:1906,rs,22:1906,rs,23:1161.1,urn:us-la:rs:23:1161.1,R.S. 23:1161.1,1414
urn:us-la:rs:22:1907,rs,22:1907,rs,13:3204,urn:us-la:rs:13:3204,R.S. 13:3204,977
urn:us-la:rs:22:1907,rs,22:1907,rs,13:3204,urn:us-la:rs:13:3204,R.S. 13:3204,1398
urn:us-la:rs:22:1907,rs,22:1907,rs,23:1161.1,urn:us-la:rs:23:1161.1,R.S. 23:1161.1,2944
urn:us-la:rs:22:1909,rs,22:1909,rs,22:1907,urn:us-la:rs:22:1907,R.S. 22:1907,1033
urn:us-la:rs:22:1909,rs,22:1909,rs,22:1907,urn:us-la:rs:22:1907,R.S. 22:1907,1438
urn:us-la:rs:22:1909,rs,22:1909,rs,22:1907,urn:us-la:rs:22:1907,R.S. 22:1907,1775
urn:us-la:rs:22:1921,rs,22:1921,rs,22:691.2,urn:us-la:rs:22:691.2,R.S. 22:691.2,857
urn:us-la:rs:22:1921,rs,22:1921,rs,22:691.2,urn:us-la:rs:22:691.2,R.S. 22:691.2,1057
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1791,urn:us-la:rs:22:1791,R.S. 22:1791,2825
urn:us-la:rs:22:1923,rs,22:1923,rs,22:431,urn:us-la:rs:22:431,R.S. 22:431,3000
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1941,urn:us-la:rs:22:1941,R.S. 22:1941,3051
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1693,urn:us-la:rs:22:1693,R.S. 22:1693,5111
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1703,urn:us-la:rs:22:1703,R.S. 22:1703,5134
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1704,urn:us-la:rs:22:1704,R.S. 22:1704,5155
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1705,urn:us-la:rs:22:1705,R.S. 22:1705,5175
urn:us-la:rs:22:1923,rs,22:1923,rs,22:1706,urn:us-la:rs:22:1706,R.S. 22:1706,5194
urn:us-la:rs:22:1924,rs,22:1924,rs,22:1923,urn:us-la:rs:22:1923,R.S. 22:1923,1323
urn:us-la:rs:22:1925,rs,22:1925,rs,22:1924,urn:us-la:rs:22:1924,R.S. 22:1924,1364
urn:us-la:rs:22:1931.1,rs,22:1931.1,rs,22:242,urn:us-la:rs:22:242,R.S. 22:242,569
urn:us-la:rs:22:1931.2,rs,22:1931.2,rs,22:1931.3,urn:us-la:rs:22:1931.3,R.S. 22:1931.3,820
urn:us-la:rs:22:1931.2,rs,22:1931.2,rs,22:1931.6,urn:us-la:rs:22:1931.6,R.S. 22:1931.6,1279
urn:us-la:rs:22:1931.3,rs,22:1931.3,rs,22:1923,urn:us-la:rs:22:1923,R.S. 22:1923,79
urn:us-la:rs:22:1931.3,rs,22:1931.3,rs,22:1924,urn:us-la:rs:22:1924,R.S. 22:1924,120
urn:us-la:rs:22:1931.3,rs,22:1931.3,rs,22:1924,urn:us-la:rs:22:1924,R.S. 22:1924,338
urn:us-la:rs:22:1931.4,rs,22:1931.4,rs,22:1924,urn:us-la:rs:22:1924,R.S. 22:1924,174
urn:us-la:rs:22:1931.4,rs,22:1931.4,rs,22:1924,urn:us-la:rs:22:1924,R.S. 22:1924,368
